Network,NetworkE,IP,Ir90,Nr90,Ir180,Nr180,d90,d180,Is90,Ns90,Is180,Ns180,IShared90,NShared90,IShared180,NShared180,pIr90,pIr180,pIs90,pIs180,pIShared90,pIShared180,ORs90,RRs90
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,54.73781219,794.0844448,188.4411033,868.4037708,11.73120309,65.86766832,56.14792151,961.0301694,128.9622119,966.1032423,12,131,34,133,68.9,217,58.4,133.5,91.6,255.6,1.625147068,1.567881688
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.35967805,802.1671428,116.1897352,840.802606,18.26076675,41.44908792,55.46867146,961.0978558,106.8928491,965.6380679,9,131,20,131,69,138.2,57.7,110.7,68.7,152.7,1.204440427,1.190394901
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.06261578,797.4721475,143.2131979,851.9701788,14.94685716,50.77069468,54.29556109,961.0341129,115.6083219,965.7168169,13,131,26,132,69,168.1,56.5,119.7,99.2,197,1.83983595,1.756493451
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.005968,796.507709,140.5187998,843.4922851,13.87157344,44.6336549,54.39966915,961.0541607,112.6929674,965.4700165,10,131,27,132,69.1,166.6,56.6,116.7,76.3,204.5,1.377400349,1.348591162
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.30637995,798.6942634,155.9244862,853.4455073,15.88934296,52.60211015,56.31497537,961.0080674,120.1239163,965.7725187,11,131,27,133,69.2,182.7,58.6,124.4,84,203,1.472613626,1.432928513
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.38784618,798.8014258,147.1504232,844.0056882,15.6799268,45.38305864,56.85586687,961.0677651,117.2926788,965.7313662,9,131,21,133,69.3,174.3,59.2,121.5,68.7,157.9,1.17321501,1.161314742
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.61181918,800.505529,139.7771424,843.6806601,17.4466477,45.20941673,54.14143671,960.976831,115.1953982,965.4607777,12,131,26,131,69.5,165.7,56.3,119.3,91.6,198.5,1.689012918,1.625897231
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.35620515,796.7797726,171.2090957,854.1609295,13.73121854,52.71140419,55.41976698,960.9938883,125.1508567,965.7068273,9,131,28,131,69.5,200.4,57.7,129.6,68.7,213.7,1.205429974,1.191316465
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.70787595,801.3500895,123.3529184,841.9173147,17.47265333,43.10495081,58.72808457,961.1149368,112.5425897,965.7601627,7,131,17,132,69.5,146.5,61.1,116.5,53.4,128.8,0.867407709,0.874492793
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.32198982,794.7131959,121.128167,841.2561063,12.08514274,42.94610751,54.42496468,960.9955806,110.9942754,965.6060422,8,131,22,132,69.6,144,56.6,114.9,61.1,166.7,1.08339882,1.078305762
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.29603026,793.9808857,145.823568,845.6888886,11.93503476,46.57139588,56.65012195,961.0168491,118.1416947,965.7841002,13,131,25,135,69.6,172.4,58.9,122.3,99.2,185.2,1.758753892,1.683457705
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.66588589,798.1295348,139.1783233,850.9002379,14.48498499,49.09610258,56.6489483,961.0618797,120.4616295,966.095295,16,132,24,133,69.7,163.6,58.9,124.7,121.2,180.5,2.202099332,2.056390322
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.84939424,798.5960156,81.91689384,824.1461688,15.73500452,28.59997697,56.21276404,961.0208425,99.01410261,965.3023503,8,131,12,131,69.9,99.4,58.5,102.6,61.1,91.6,1.046902904,1.044038605
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.46996355,791.883889,122.0539945,838.7383854,10.15586642,42.66264666,54.63549312,960.9313589,113.2846848,965.428968,13,131,25,131,70,145.5,56.9,117.3,99.2,190.8,1.827496175,1.745378234
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.99010889,799.0992191,124.3011759,844.7839771,15.93314174,45.09902466,55.99251938,961.0482319,110.9589383,965.6321584,10,131,22,131,70.1,147.1,58.3,114.9,76.3,167.9,1.33585689,1.310218959
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,55.8347183,796.5534897,153.9376661,854.0946654,13.77298063,52.56880075,54.95715637,960.9917315,119.4067595,965.6931478,10,131,31,134,70.1,180.2,57.2,123.6,76.3,231.3,1.362495723,1.334824294
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.18969845,801.3580017,173.1194867,856.9413123,17.41033995,55.71652982,57.18280335,961.1588835,124.5967863,965.8863043,9,131,29,131,70.1,202,59.5,129,68.7,221.4,1.166203056,1.154784525
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.13142618,800.0358137,126.9475463,843.6076742,17.20470779,44.50844259,59.04824961,961.0772269,111.6664382,965.7042404,11,131,23,132,70.2,150.5,61.4,115.6,84,174.2,1.400312289,1.36669828
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.0800166,798.8145695,84.14006981,824.6980378,15.93298696,29.30026862,56.12985767,961.0020587,99.27644936,965.3519735,11,131,16,132,70.2,102,58.4,102.8,84,121.2,1.47776285,1.437645359
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.19623537,800.3225856,152.144788,853.8778425,17.2572543,53.25468815,56.97841358,961.0015208,118.3161399,965.6380071,10,132,24,132,70.2,178.2,59.3,122.5,75.8,181.8,1.300496978,1.277732056
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.33581637,800.4327273,121.6818819,837.0878986,17.21787832,39.9714957,58.605513,961.0872178,112.5361761,965.623783,7,132,19,134,70.4,145.4,61,116.5,53,141.8,0.862358725,0.869657884
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.19800349,798.3662806,130.9342639,844.9908049,15.59727749,46.16176728,58.88986169,961.0711626,114.979973,965.6873292,12,131,26,131,70.4,155,61.3,119.1,91.6,198.5,1.544854463,1.49494413
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.26186302,797.8773237,222.453722,882.3641386,15.13963866,76.79134504,58.11140467,961.0610676,143.0965862,966.3589983,9,132,37,132,70.5,252.1,60.5,148.1,68.2,280.3,1.136945285,1.127608106
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.44204935,800.405909,180.4342393,861.3598399,16.60187024,58.6490948,55.62308176,961.1059708,127.0692154,965.8805346,10,131,34,132,70.5,209.5,57.9,131.6,76.3,257.6,1.345364087,1.319000416
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.30701793,795.5298689,111.9296174,838.2860448,13.08666458,39.96225169,57.40882804,961.0442913,111.3092299,965.8460665,10,131,16,133,70.8,133.5,59.7,115.2,76.3,120.3,1.300855972,1.277889867
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.23532668,793.8822161,146.590373,848.0561091,11.95236069,48.92747444,57.07656106,961.0011932,123.7622136,966.0173752,7,131,23,131,70.8,172.9,59.4,128.1,53.4,175.6,0.894027294,0.899689958
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.67596461,799.8283065,172.1272862,851.1502503,15.77599912,51.76897947,56.42837038,961.1244802,126.6983289,965.7765482,9,132,27,132,70.9,202.2,58.7,131.2,68.2,204.5,1.173120469,1.161316801
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.27373996,793.9466421,101.3445781,831.97408,11.76447791,35.3611965,53.52863709,960.971217,104.3812116,965.4160002,8,131,17,133,70.9,121.8,55.7,108.1,61.1,127.8,1.102599633,1.096334006
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.85295822,798.3916615,205.297407,871.3171411,15.67354171,66.250179,58.37613355,961.0364769,136.6447516,966.1395838,13,131,40,132,71.2,235.6,60.7,141.4,99.2,303,1.703532334,1.633716148
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,56.66075816,795.1486096,164.8105519,853.8140489,12.83013301,53.10241314,56.69520799,961.0592341,127.7249132,966.1326708,12,131,32,132,71.3,193,59,132.2,91.6,242.4,1.608537575,1.552793675
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.14723566,800.0214253,109.0265817,833.0874339,17.37814621,35.63693427,56.1669105,961.0350517,106.0290812,965.5423358,8,131,17,131,71.4,130.9,58.4,109.8,61.1,129.8,1.047827126,1.044906386
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.17901984,799.0139837,93.08137095,827.0493152,15.71499928,31.72106075,58.21167535,961.0261376,103.0085556,965.3769772,10,131,17,131,71.6,112.5,60.6,106.7,76.3,129.8,1.281749151,1.260241582
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.0610752,796.8353922,147.001268,848.1618771,14.28829839,48.128566,54.3475592,960.9716666,116.8062325,965.7671237,11,131,27,132,71.6,173.3,56.6,120.9,84,204.5,1.529180171,1.484745195
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.19592728,798.3982879,124.4790557,839.6260588,15.53617246,41.56103222,57.10212326,961.000946,110.324366,965.4681486,10,131,23,131,71.6,148.3,59.4,114.3,76.3,175.6,1.308224244,1.284695676
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.52206835,802.5964507,110.2860995,833.9933765,18.78433749,36.3701988,57.46733483,961.0781275,103.8928069,965.5259938,13,131,21,133,71.7,132.2,59.8,107.6,99.2,157.9,1.732294387,1.659623952
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.54965806,801.8017257,82.07662454,824.1172755,18.33251745,28.81116217,60.1616766,961.1035863,101.1473224,965.5839759,8,131,16,132,71.8,99.6,62.6,104.8,61.1,121.2,0.974006229,0.975593635
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.32296996,797.4504021,170.5508565,864.7466343,14.06831627,59.86413534,54.06577814,961.0675052,126.3444215,966.1343134,12,131,28,132,71.9,197.2,56.3,130.8,91.6,212.1,1.691686723,1.628326107
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.43103051,798.2528596,131.1195534,839.1287438,15.60562725,41.08157782,57.13615164,961.0658588,110.8907771,965.788396,11,132,24,132,71.9,156.3,59.5,114.8,83.3,181.8,1.438238761,1.401718864
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.35799831,795.2319806,122.2074568,841.9689517,12.73192021,42.63030022,56.52299563,960.9859925,113.6435942,965.7449151,11,131,19,132,72.1,145.1,58.8,117.7,84,143.9,1.466820842,1.427622146
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.38746866,795.0807988,95.98299215,828.4572262,12.75450498,32.78768178,57.4436404,961.0553759,105.009983,965.6235423,12,131,18,132,72.2,115.9,59.8,108.7,91.6,136.4,1.586259341,1.532556195
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.59755334,797.7708303,152.6395446,852.2652617,15.21825031,52.2945738,55.40734434,961.0415757,120.2649173,965.8102913,11,131,22,133,72.2,179.1,57.7,124.5,84,165.4,1.498293632,1.456452182
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.19295451,804.7549917,100.6958484,830.2335667,19.90337008,32.67292008,55.2765031,961.1705483,104.1518579,965.4343408,11,132,19,132,72.3,121.3,57.5,107.9,83.3,143.9,1.489855535,1.449034241
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.50931977,795.2411065,102.432388,832.5961386,12.81281667,36.13229686,53.85179035,960.9796879,99.17258091,965.1415174,12,131,21,132,72.3,123,56,102.8,91.6,159.1,1.698645143,1.634647114
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.95284781,801.0786161,82.43932724,823.2027034,17.98936889,28.03193194,56.67821209,961.0321748,96.49579667,965.2868232,7,131,12,132,72.3,100.1,59,100,53.4,90.9,0.900738361,0.906042418
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.57518227,795.6445496,107.5428762,834.2429036,13.6932986,37.70261728,55.4920014,960.9243556,109.4990177,965.5957764,8,131,14,131,72.4,128.9,57.7,113.4,61.1,106.9,1.061232389,1.057493006
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.15846191,802.8792991,132.8799406,847.2022237,18.78786685,46.18671031,58.78238084,961.1762043,116.2673106,965.9823404,10,131,25,132,72.4,156.8,61.2,120.4,76.3,189.4,1.268713531,1.248201047
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,57.65587719,795.6052001,232.3786239,888.0115506,12.84847247,80.25828176,56.39789869,961.0098568,146.7987351,966.4044714,12,131,40,131,72.5,261.7,58.7,151.9,91.6,305.3,1.617460509,1.560899241
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.4024157,803.2076745,83.64167015,825.3225467,18.85356155,28.59875366,56.59379421,961.1105428,96.63215766,965.4827378,13,132,15,134,72.7,101.3,58.9,100.1,98.5,111.9,1.745999812,1.672530133
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.32850442,801.3449951,143.225875,848.4998526,17.55017168,48.53068586,55.86424103,961.0577489,117.0109351,965.6830699,9,132,25,133,72.8,168.8,58.1,121.2,68.2,188,1.185618386,1.172962587
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.34063129,799.3946705,113.69831,838.6212854,16.25099045,40.82167803,57.87112638,960.9947921,109.1358947,965.5492823,8,131,19,132,73,135.6,60.2,113,61.1,143.9,1.015009631,1.014093012
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.39236302,799.5501185,151.5722528,850.4425786,16.99120771,50.25355211,59.87119916,960.9830524,122.0665015,965.9229047,12,131,28,132,73,178.2,62.3,126.4,91.6,212.1,1.517731788,1.470305976
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.3376079,797.9675315,117.243267,836.2287988,15.49021817,38.69665366,59.52909375,961.0492095,111.8056212,965.7993818,9,131,19,131,73.1,140.2,61.9,115.8,68.7,145,1.117194604,1.109143066
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.34613934,797.7662702,176.0728716,862.393227,14.56882321,59.47729317,55.57614863,961.0609833,125.3215095,965.8384278,12,131,32,132,73.1,204.2,57.8,129.8,91.6,242.4,1.642960107,1.584062998
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.75629544,800.9447508,141.7259415,849.4712645,16.61948852,48.9117264,59.05387772,961.2159385,117.4941302,965.9318519,12,131,25,134,73.4,166.8,61.4,121.6,91.6,186.6,1.540530935,1.491016651
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.47199077,796.8903492,117.3592468,831.8017052,14.65892073,35.70382292,56.71228613,960.9846373,105.5005377,965.3431276,9,131,22,131,73.4,141.1,59,109.3,68.7,167.9,1.176263921,1.164154186
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.38645638,795.5782448,160.5387433,850.7244377,13.66191028,51.84530087,57.98062505,961.00028,122.6559145,965.7411545,10,131,26,131,73.4,188.7,60.3,127,76.3,198.5,1.287149345,1.265229548
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.16878617,790.3735666,138.9289818,849.294747,8.875835008,49.40879919,55.26576248,960.9405741,115.2857487,965.6427549,13,131,20,132,73.6,163.6,57.5,119.4,99.2,151.5,1.805416754,1.7254899
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.70307211,797.1814776,142.6616074,846.711844,15.10485579,47.772905,57.20245518,960.9696332,117.6511593,965.6757279,12,131,25,131,73.6,168.5,59.5,121.8,91.6,190.8,1.59322158,1.538880672
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.73343208,797.557456,110.5371884,832.047026,14.93263299,35.41657874,59.46624098,961.0376448,111.9825668,965.7490045,11,131,17,132,73.6,132.8,61.9,116,84,128.8,1.389764074,1.357035793
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.70895406,797.054524,156.7352501,853.1834284,14.45888676,53.90609054,58.05630437,961.0367222,126.2714533,965.8995542,14,131,29,133,73.7,183.7,60.4,130.7,106.9,218,1.861106043,1.769079443
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.6391126,794.9304405,205.2619658,873.1479651,12.72061435,69.1942018,58.91547888,960.9945028,138.7956522,966.3461077,12,131,37,131,73.8,235.1,61.3,143.6,91.6,282.4,1.544007682,1.494174918
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.76913336,795.7762477,203.5693106,871.0401289,13.68009211,67.99208439,54.1324679,960.9175859,132.8912252,965.7891027,14,131,42,133,73.9,233.7,56.3,137.6,106.9,315.8,2.004420016,1.897077418
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.25671891,800.5320026,136.8966639,842.0361073,17.02571077,43.40828544,58.04358788,961.0850848,116.8541432,965.6686287,13,131,26,132,74,162.6,60.4,121,99.2,197,1.714015728,1.643159205
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.74398691,793.5280566,126.9701983,840.2311049,11.16294152,42.10315532,54.32920056,960.9913456,108.320573,965.4706569,9,131,18,131,74,151.1,56.5,112.2,68.7,137.4,1.231104298,1.215226904
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.40963363,801.8406459,123.0879936,840.0622143,18.41187422,41.65646333,59.19127432,961.0895574,112.6339753,965.6875645,9,131,24,133,74.1,146.5,61.6,116.6,68.7,180.5,1.124042026,1.115520055
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,58.79747911,793.3625657,133.0887054,842.0515026,11.81451593,44.27315994,54.98693965,960.9614036,114.1801677,965.6996461,8,131,22,131,74.1,158.1,57.2,118.2,61.1,167.9,1.071621166,1.067247354
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.45582695,801.7910096,75.86425107,821.3831585,18.13695961,25.95167408,57.50502385,961.1345372,97.92472464,965.3962948,11,131,12,131,74.2,92.4,59.8,101.4,84,91.6,1.440442936,1.403459178
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.32138432,799.9240437,106.9282463,837.6089376,16.47850271,38.59842875,59.06171446,961.1241569,108.3790951,965.8163038,8,131,14,132,74.2,127.7,61.5,112.2,61.1,106.1,0.993380035,0.993784307
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.44811023,801.2694888,160.0408329,861.4631078,17.52862189,57.05347442,57.1077429,961.176322,120.7128273,966.2207728,13,131,26,134,74.2,185.8,59.4,124.9,99.2,194,1.744085313,1.670244786
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.56547857,802.6552912,112.0768526,835.1359401,19.01267836,37.89767003,57.89491657,961.0739591,108.0745868,965.5511817,10,131,20,132,74.2,134.2,60.2,111.9,76.3,151.5,1.289282384,1.26719976
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.26715474,797.5608227,121.9011741,840.6732411,14.77227923,41.8866719,56.6094034,961.0697272,110.0627388,965.6873574,12,131,22,131,74.3,145,58.9,114,91.6,167.9,1.611147223,1.555164271
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.54141791,800.4462112,131.1744751,843.3641633,17.02334208,43.6868469,58.56913093,961.0653843,114.2569486,965.7407364,8,131,19,134,74.4,155.5,60.9,118.3,61.1,141.8,1.002216396,1.002081044
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.26766024,795.9853319,98.11738252,827.6844688,13.73191015,32.18938214,56.16516726,960.9182435,103.523109,965.4236661,8,131,13,132,74.5,118.5,58.4,107.2,61.1,98.5,1.047726401,1.044811811
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.34832637,796.4611824,127.3953767,844.9871786,13.96825358,45.37512132,58.10237163,960.966723,113.7783263,965.7351785,12,131,24,133,74.5,150.8,60.5,117.8,91.6,180.5,1.566978113,1.515041187
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.58590954,798.5162014,160.9669285,857.0950294,14.8834509,54.3587364,62.18441957,961.1642344,127.0625235,966.2879486,10,131,26,134,74.6,187.8,64.7,131.5,76.3,194,1.194766358,1.179898697
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.936372,802.2278951,112.6963177,839.3111778,18.76093508,40.19012095,57.88253118,961.1006128,106.9009549,965.71744,14,131,23,132,74.7,134.3,60.2,110.7,106.9,174.2,1.867184712,1.774508483
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.03475584,803.4494017,116.6771331,836.7705414,19.30051711,38.44091362,58.15332675,961.1574212,109.83747,965.6795156,9,131,17,134,74.7,139.4,60.5,113.7,68.7,126.9,1.145507228,1.135510549
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.72375229,797.8531536,164.1908795,854.0501634,14.75257879,53.03440644,55.75864429,961.0659159,124.5309204,965.8589359,9,131,27,131,74.9,192.2,58,128.9,68.7,206.1,1.197750833,1.184164898
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.10801349,802.206454,109.8327986,831.9057465,18.60655604,34.90290756,58.28019216,961.0158402,103.6141146,965.4715571,9,131,17,131,74.9,132,60.6,107.3,68.7,129.8,1.14267387,1.132871848
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.25664839,803.388688,98.84416908,832.3563258,18.99601719,34.27651162,58.05159007,961.1524756,104.3548046,965.6737757,13,131,20,132,75,118.8,60.4,108.1,99.2,151.5,1.713892164,1.643047904
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.35764,803.0688369,99.16869561,830.5215151,18.88372388,33.30194571,55.79581783,961.0472872,101.4352488,965.2642808,10,131,17,132,75.2,119.4,58.1,105.1,76.3,128.8,1.340856249,1.314836688
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.23658433,801.3088511,156.2806626,851.6123039,17.47556869,51.05709776,57.24649098,961.0941932,121.1377208,965.8155428,10,131,28,132,75.2,183.5,59.6,125.4,76.3,212.1,1.304851283,1.281580193
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.47345363,804.2024313,123.9983791,844.5864171,20.17929402,43.82195197,60.74358188,961.1334233,116.2050406,966.0856388,12,131,22,131,75.2,146.8,63.2,120.3,91.6,167.9,1.494735928,1.449416607
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.83289357,795.5710693,117.9743333,841.9117157,12.80652048,42.22239156,55.82171637,961.0638611,107.546801,965.6081046,13,131,21,133,75.2,140.1,58.1,111.4,99.2,157.9,1.786581877,1.708524133
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.37635972,802.1991569,108.2832918,832.674664,18.51397527,35.4194597,57.35059974,961.1109532,103.4069353,965.4930346,11,131,19,134,75.3,130,59.7,107.1,84,141.8,1.444530649,1.407203648
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.56675481,790.3006323,183.28676,863.6719974,9.067092767,62.37050031,56.35060019,960.9091862,129.8473626,965.748999,10,132,35,133,75.4,212.2,58.6,134.5,75.8,263.2,1.315764981,1.291843392
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,59.86525641,793.2309184,219.5981132,878.6267536,11.23451893,73.35580791,54.14032862,961.0035014,144.8610947,966.3669266,10,131,34,133,75.5,249.9,56.3,149.9,76.3,255.6,1.384316859,1.354979694
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.35848639,799.2005086,147.4977223,853.8732724,16.4402508,52.39366165,57.83255461,961.1149288,119.634444,966.054353,13,131,28,133,75.5,172.7,60.2,123.8,99.2,210.5,1.720729104,1.649206368
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.32407042,797.8564381,126.665366,840.4102986,15.08131506,41.6823127,57.90583888,961.0621705,111.308558,965.7437229,8,131,18,133,75.6,150.7,60.3,115.3,61.1,135.3,1.014437859,1.013556158
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.56417644,800.6989634,103.6966944,832.5616751,17.60402138,35.18682959,58.64871708,961.0615461,106.1274428,965.6723424,11,131,15,131,75.6,124.6,61,109.9,84,114.5,1.410451585,1.375986185
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.5668094,800.7298963,119.8717254,841.776774,17.10390759,42.22216101,56.39237243,961.1048392,109.9339862,965.7860393,10,131,20,133,75.6,142.4,58.7,113.8,76.3,150.4,1.32588189,1.30100541
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.49692336,799.6288018,113.5038655,836.7967892,16.64972706,38.77484835,58.61201606,961.0472682,105.9486141,965.7174161,12,132,20,134,75.7,135.6,61,109.7,90.9,149.3,1.539676184,1.490614713
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.5234987,797.4216613,219.6652881,880.5745114,14.59746201,75.06740345,58.94121349,961.0447361,144.2380249,966.3356458,11,131,41,132,75.9,249.5,61.3,149.3,84,310.6,1.402971164,1.369133891
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.52391919,796.5473758,194.8053096,870.4354685,14.2817047,64.84257614,55.06251939,960.9943918,133.5676716,966.0526475,16,131,38,134,76,223.8,57.3,138.3,122.1,283.6,2.289083331,2.131638039
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.53897995,796.3847144,164.921362,854.9677481,12.96504352,53.10966662,56.5656328,961.0913088,119.7842482,965.9256589,12,131,28,132,76,192.9,58.9,124,91.6,212.1,1.612510436,1.55640261
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,61.07610125,803.2651154,134.1303547,843.60619,19.5844124,44.93933339,57.61284503,961.1390133,113.6491921,965.6390221,12,132,28,133,76,159,59.9,117.7,90.9,210.5,1.568272089,1.51661099
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.64438394,796.4073001,174.8484922,854.6254201,13.66562059,54.06427817,57.00574916,961.0475901,122.6538646,965.6495493,12,131,33,133,76.1,204.6,59.3,127,91.6,248.1,1.599205071,1.544316057
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,61.13170666,802.6213408,147.7102732,846.5266631,19.15372089,47.34152676,61.25410163,961.1324143,121.2267236,965.9274867,10,131,26,133,76.2,174.5,63.7,125.5,76.3,195.5,1.214124548,1.197779163
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.95790744,798.5836817,118.660932,836.0224875,15.570002,38.20424915,56.85434312,960.9981802,108.0213611,965.4608866,12,131,20,131,76.3,141.9,59.2,111.9,91.6,152.7,1.603644743,1.548349041
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,61.09374691,800.1295132,172.8815812,862.1881223,16.96374331,59.45947917,58.88466856,961.0556841,127.0313676,965.9541462,10,131,33,131,76.4,200.5,61.3,131.5,76.3,251.9,1.266196956,1.245876577
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,60.45480013,791.6262479,170.1299692,860.0769994,10.19627232,57.75765953,54.08712895,960.913292,120.8527824,965.7403874,11,131,29,131,76.4,197.8,56.3,125.1,84,221.4,1.536885637,1.491803637
D,"D: Heterogeneous size, homogeneous staff-to-resident ratio",Const,61.34397374,802.7371211,151.9872794,850.6759082,19.10223812,49.96889401,60.17415794,961.1428082,122.4993932,965.9831886,10,131,30,133,76.4,178.7,62.6,126.8,76.3,225.6,1.237411899,1.219288853
